date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:10	4911/4911	---M--	200	added ('OK')	image/jpeg	etag:%22132f-5e5fd4d0-4240e76;;;%22	https://muson.laborasyon.com/assets/media/image/user/women_avatar2.jpg	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/assets/media/image/user/women_avatar2.jpg	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:11	4743/4743	---M--	200	added ('OK')	image/jpeg	etag:%221287-5e5fd4cf-4240e72;;;%22	https://muson.laborasyon.com/assets/media/image/user/man_avatar1.jpg	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/assets/media/image/user/man_avatar1.jpg	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:11	5631/5631	---M--	200	added ('OK')	image/jpeg	etag:%2215ff-5e5fd4cf-4240e77;;;%22	https://muson.laborasyon.com/assets/media/image/user/man_avatar2.jpg	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/assets/media/image/user/man_avatar2.jpg	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:11	3381/3381	---M--	200	added ('OK')	image/png	etag:%22d35-5e5fd464-4240f84;;;%22	https://muson.laborasyon.com/assets/media/image/logo.png	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/assets/media/image/logo.png	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:12	109269/109269	---M-Z	200	added ('OK')	text/html	etag:%221aad5-5e5fd7af-42409ab;gz%22	https://muson.laborasyon.com/layouts/vertical/mail.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/mail.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:14	143446/143446	---M-Z	200	added ('OK')	text/html	etag:%2223056-5e5fd7c1-42409ce;gz%22	https://muson.laborasyon.com/layouts/vertical/todo-list.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/todo-list.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:15	75925/75925	---M-Z	200	added ('OK')	text/html	etag:%2212895-5e5fd7a7-42409b7;gz%22	https://muson.laborasyon.com/layouts/vertical/file-manager.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/file-manager.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:17	303590/303590	---M--	200	added ('OK')	image/png	etag:%224a1e6-5e5fd4ca-4240e61;;;%22	https://muson.laborasyon.com/assets/media/image/products/product7.png	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/assets/media/image/products/product7.png	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:18	4564/4564	---M--	200	added ('OK')	image/jpeg	etag:%2211d4-5e5fd4cf-4240e74;;;%22	https://muson.laborasyon.com/assets/media/image/user/man_avatar3.jpg	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/assets/media/image/user/man_avatar3.jpg	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:18	377766/377766	---M--	200	added ('OK')	image/png	etag:%225c3a6-5e5fd4cb-4240e67;;;%22	https://muson.laborasyon.com/assets/media/image/products/product6.png	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/assets/media/image/products/product6.png	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:19	118151/118151	---M-Z	200	added ('OK')	text/html	etag:%221cd87-5e5fd7b9-42409be;gz%22	https://muson.laborasyon.com/layouts/vertical/profile.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/profile.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:19	3695/3695	---M-Z	200	added ('OK')	text/html	etag:%22e6f-5e5fd7ae-4240996;gz%22	https://muson.laborasyon.com/layouts/vertical/login.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/login.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:19	113064/113064	---M-Z	200	added ('OK')	text/html	etag:%221b9a8-5e5fd7a6-42409d6;gz%22	https://muson.laborasyon.com/layouts/vertical/ecommerce-dashboard.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/ecommerce-dashboard.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:20	86311/86311	---M-Z	200	added ('OK')	text/html	etag:%2215127-5e5fd79b-424099c;gz%22	https://muson.laborasyon.com/layouts/vertical/analytics-dashboard.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/analytics-dashboard.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:20	133741/133741	---M--	200	added ('OK')	image/jpeg	etag:%2220a6d-5e5fd464-4240e6b;;;%22	https://muson.laborasyon.com/assets/media/image/image1.jpg	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/assets/media/image/image1.jpg	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:20	76049/76049	---M-Z	200	added ('OK')	text/html	etag:%2212911-5e5fd7b3-42409b2;gz%22	https://muson.laborasyon.com/layouts/vertical/orders.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/orders.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:20	93394/93394	---M-Z	200	added ('OK')	text/html	etag:%2216cd2-5e5fd7b9-42409b5;gz%22	https://muson.laborasyon.com/layouts/vertical/product-list.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/product-list.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:21	98406/98406	---M-Z	200	added ('OK')	text/html	etag:%2218066-5e5fd7b7-4240994;gz%22	https://muson.laborasyon.com/layouts/vertical/product-grid.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/product-grid.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:21	87592/87592	---M-Z	200	added ('OK')	text/html	etag:%2215628-5e5fd7b8-42409dd;gz%22	https://muson.laborasyon.com/layouts/vertical/product-detail.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/product-detail.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:21	68384/68384	---M-Z	200	added ('OK')	text/html	etag:%2210b20-5e5fd79f-42409b6;gz%22	https://muson.laborasyon.com/layouts/vertical/calendar.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/calendar.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:22	67619/67619	---M-Z	200	added ('OK')	text/html	etag:%2210823-5e5fd7a9-42409dc;gz%22	https://muson.laborasyon.com/layouts/vertical/gallery.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/gallery.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:22	62451/62451	---M-Z	200	added ('OK')	text/html	etag:%22f3f3-5e5fd7ab-424099d;gz%22	https://muson.laborasyon.com/layouts/vertical/invoice.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/invoice.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:22	81835/81835	---M-Z	200	added ('OK')	text/html	etag:%2213fab-5e5fd7c4-42409ba;gz%22	https://muson.laborasyon.com/layouts/vertical/user-list.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/user-list.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:23	82134/82134	---M-Z	200	added ('OK')	text/html	etag:%22140d6-5e5fd7c4-42409c1;gz%22	https://muson.laborasyon.com/layouts/vertical/user-edit.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/user-edit.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:23	2026/2026	---M-Z	200	added ('OK')	text/html	etag:%227ea-5e5fd7ba-42409bd;gz%22	https://muson.laborasyon.com/layouts/vertical/register.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/register.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:23	1737/1737	---M-Z	200	added ('OK')	text/html	etag:%226c9-5e5fd7ba-42409b3;gz%22	https://muson.laborasyon.com/layouts/vertical/recovery-password.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/recovery-password.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:24	1850/1850	---M-Z	200	added ('OK')	text/html	etag:%2273a-5e5fd7ae-42409bb;gz%22	https://muson.laborasyon.com/layouts/vertical/lock-screen.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/lock-screen.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:24	105865/105865	---M-Z	200	added ('OK')	text/html	etag:%2219d89-5e5fd79e-424099e;gz%22	https://muson.laborasyon.com/layouts/vertical/basic-forms.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/basic-forms.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:24	93069/93069	---M-Z	200	added ('OK')	text/html	etag:%2216b8d-5e5fd7a3-42409c3;gz%22	https://muson.laborasyon.com/layouts/vertical/custom-forms.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/custom-forms.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:25	75532/75532	---M-Z	200	added ('OK')	text/html	etag:%221270c-5e5fd799-42409ae;gz%22	https://muson.laborasyon.com/layouts/vertical/advanced-forms.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/advanced-forms.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:25	76745/76745	---M-Z	200	added ('OK')	text/html	etag:%2212bc9-5e5fd7a8-42409a3;gz%22	https://muson.laborasyon.com/layouts/vertical/form-validation.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/form-validation.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:25	69436/69436	---M-Z	200	added ('OK')	text/html	etag:%2210f3c-5e5fd7a8-42409a0;gz%22	https://muson.laborasyon.com/layouts/vertical/form-wizard.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/form-wizard.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:26	60165/60165	---M-Z	200	added ('OK')	text/html	etag:%22eb05-5e5fd7a7-42409da;gz%22	https://muson.laborasyon.com/layouts/vertical/file-upload.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/file-upload.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:26	65562/65562	---M-Z	200	added ('OK')	text/html	etag:%221001a-5e5fd7a5-42409cd;gz%22	https://muson.laborasyon.com/layouts/vertical/datepicker.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/datepicker.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:27	64994/64994	---M-Z	200	added ('OK')	text/html	etag:%22fde2-5e5fd7c0-42409db;gz%22	https://muson.laborasyon.com/layouts/vertical/timepicker.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/timepicker.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:27	69336/69336	---M-Z	200	added ('OK')	text/html	etag:%2210ed8-5e5fd7a4-42409c5;gz%22	https://muson.laborasyon.com/layouts/vertical/colorpicker.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/colorpicker.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:27	64910/64910	---M-Z	200	added ('OK')	text/html	etag:%22fd8e-5e5fd79a-424099a;gz%22	https://muson.laborasyon.com/layouts/vertical/alert.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/alert.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:28	98077/98077	---M-Z	200	added ('OK')	text/html	etag:%2217f1d-5e5fd799-4240995;gz%22	https://muson.laborasyon.com/layouts/vertical/accordion.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/accordion.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:28	122164/122164	---M-Z	200	added ('OK')	text/html	etag:%221dd34-5e5fd79f-42409c6;gz%22	https://muson.laborasyon.com/layouts/vertical/buttons.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/buttons.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:29	84762/84762	---M-Z	200	added ('OK')	text/html	etag:%2214b1a-5e5fd7a6-424099f;gz%22	https://muson.laborasyon.com/layouts/vertical/dropdown.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/dropdown.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:29	83078/83078	---M-Z	200	added ('OK')	text/html	etag:%2214486-5e5fd7ae-42409d4;gz%22	https://muson.laborasyon.com/layouts/vertical/list-group.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/list-group.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:30	69801/69801	---M-Z	200	added ('OK')	text/html	etag:%22110a9-5e5fd7b4-42409d9;gz%22	https://muson.laborasyon.com/layouts/vertical/pagination.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/pagination.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:30	72482/72482	---M-Z	200	added ('OK')	text/html	etag:%2211b22-5e5fd7c3-4240999;gz%22	https://muson.laborasyon.com/layouts/vertical/typography.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/typography.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:30	72803/72803	---M-Z	200	added ('OK')	text/html	etag:%2211c63-5e5fd7b0-42409c9;gz%22	https://muson.laborasyon.com/layouts/vertical/media-object.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/media-object.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:31	70506/70506	---M-Z	200	added ('OK')	text/html	etag:%221136a-5e5fd7ba-42409a2;gz%22	https://muson.laborasyon.com/layouts/vertical/progress.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/progress.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:31	84752/84752	---M-Z	200	added ('OK')	text/html	etag:%2214b10-5e5fd7b1-42409d3;gz%22	https://muson.laborasyon.com/layouts/vertical/modal.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/modal.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:32	70973/70973	---M-Z	200	added ('OK')	text/html	etag:%221153d-5e5fd7be-42409a9;gz%22	https://muson.laborasyon.com/layouts/vertical/spinners.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/spinners.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:32	76270/76270	---M-Z	200	added ('OK')	text/html	etag:%22129ee-5e5fd7b2-42409d0;gz%22	https://muson.laborasyon.com/layouts/vertical/navs.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/navs.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:32	71690/71690	---M-Z	200	added ('OK')	text/html	etag:%221180a-5e5fd7bf-4240998;gz%22	https://muson.laborasyon.com/layouts/vertical/tab.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/tab.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:33	79108/79108	---M-Z	200	added ('OK')	text/html	etag:%2213504-5e5fd79c-42409cb;gz%22	https://muson.laborasyon.com/layouts/vertical/basic-cards.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/basic-cards.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:33	65320/65320	---M-Z	200	added ('OK')	text/html	etag:%22ff28-5e5fd7aa-42409c7;gz%22	https://muson.laborasyon.com/layouts/vertical/image-cards.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/image-cards.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:34	70323/70323	---M-Z	200	added ('OK')	text/html	etag:%22112b3-5e5fd7bb-4240992;gz%22	https://muson.laborasyon.com/layouts/vertical/scroll-cards.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/scroll-cards.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:34	67254/67254	---M-Z	200	added ('OK')	text/html	etag:%22106b6-5e5fd7b4-42409a5;gz%22	https://muson.laborasyon.com/layouts/vertical/other-cards.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/other-cards.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:35	114624/114624	---M-Z	200	added ('OK')	text/html	etag:%221bfc0-5e5fd79e-42409af;gz%22	https://muson.laborasyon.com/layouts/vertical/basic-tables.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/basic-tables.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:35	111302/111302	---M-Z	200	added ('OK')	text/html	etag:%221b2c6-5e5fd7a4-42409c4;gz%22	https://muson.laborasyon.com/layouts/vertical/dataTable.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/dataTable.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:35	69462/69462	---M-Z	200	added ('OK')	text/html	etag:%2210f56-5e5fd7bb-42409d5;gz%22	https://muson.laborasyon.com/layouts/vertical/responsive-tables.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/responsive-tables.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:36	62063/62063	---M-Z	200	added ('OK')	text/html	etag:%22f26f-5e5fd79b-42409de;gz%22	https://muson.laborasyon.com/layouts/vertical/apexchart.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/apexchart.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:36	61566/61566	---M-Z	200	added ('OK')	text/html	etag:%22f07e-5e5fd7a1-4240993;gz%22	https://muson.laborasyon.com/layouts/vertical/chartjs.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/chartjs.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:37	63231/63231	---M-Z	200	added ('OK')	text/html	etag:%22f6ff-5e5fd7ac-42409bf;gz%22	https://muson.laborasyon.com/layouts/vertical/justgage.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/justgage.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:37	61222/61222	---M-Z	200	added ('OK')	text/html	etag:%22ef26-5e5fd7b1-42409c2;gz%22	https://muson.laborasyon.com/layouts/vertical/morsis.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/morsis.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:37	67824/67824	---M-Z	200	added ('OK')	text/html	etag:%22108f0-5e5fd7b5-42409b9;gz%22	https://muson.laborasyon.com/layouts/vertical/peity.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/peity.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:38	70083/70083	---M-Z	200	added ('OK')	text/html	etag:%22111c3-5e5fd7a9-42409a7;gz%22	https://muson.laborasyon.com/layouts/vertical/google-map.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/google-map.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:38	59469/59469	---M-Z	200	added ('OK')	text/html	etag:%22e84d-5e5fd7c5-42409b4;gz%22	https://muson.laborasyon.com/layouts/vertical/vector-map.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/vector-map.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:39	70061/70061	---M-Z	200	added ('OK')	text/html	etag:%22111ad-5e5fd79c-42409d8;gz%22	https://muson.laborasyon.com/layouts/vertical/avatar.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/avatar.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:39	78664/78664	---M-Z	200	added ('OK')	text/html	etag:%2213348-5e5fd7aa-42409cf;gz%22	https://muson.laborasyon.com/layouts/vertical/icons.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/icons.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:39	64721/64721	---M-Z	200	added ('OK')	text/html	etag:%22fcd1-5e5fd7a1-42409ca;gz%22	https://muson.laborasyon.com/layouts/vertical/colors.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/colors.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:40	65153/65153	---M-Z	200	added ('OK')	text/html	etag:%22fe81-5e5fd7be-42409c8;gz%22	https://muson.laborasyon.com/layouts/vertical/sweet-alert.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/sweet-alert.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
11:07:40	65345/65345	---M-Z	200	added ('OK')	text/html	etag:%22ff41-5e5fd7ad-424099b;gz%22	https://muson.laborasyon.com/layouts/vertical/lightbox.html	C:/Users/USER/Desktop/ikenna/website/Project/project/templates/templatess/muson.laborasyon.com/layouts/vertical/lightbox.html	(from https://muson.laborasyon.com/layouts/vertical/index.html)
